"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1882651","100031","","","Chair of Governors","Mr","Ammar","","Ahmed","14/01/2019","13/01/2027","Nominated by other body and appointed by GB","",""
"1882652","100031","","","Governor","Mrs","Sarah","","Cheriton-Jones","22/02/2021","21/02/2029","Foundation/sponsor members","",""
"1433365","100032","","","Governor","Mrs","Laura","","Hall","01/04/2017","","Ex-officio by virtue of office as headteacher/principal","",""
"1762729","100032","","","Chair of Governors","Mr","Andrew","","Hull","02/09/2024","18/06/2027","Nominated by LA and appointed by GB","",""
"1765177","100032","","","Governor","Miss","Jemima","","Hardwick","04/09/2023","04/09/2027","Foundation/sponsor members","",""
"1765180","100032","","","Governor","Mr","Andy","","Keighley","04/09/2023","04/09/2027","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1765182","100032","","","Governor","Miss","Alison","","McQueen","23/09/2019","22/09/2027","Elected by school staff","",""
"1765185","100032","","","Governor","Mrs","Belle","","Santos","17/09/2020","16/09/2028","Foundation/sponsor members","",""
"1765187","100032","","","Governor","Mrs","Tara","","Stowe","19/06/2023","16/06/2028","Foundation/sponsor members","",""
"1765189","100032","","","Governor","Dr","Melody","","Taheri","01/09/2024","31/08/2028","Elected by parents","",""
"1765190","100032","","","Governor","Mrs","Xenia","","Theodosi","19/06/2023","18/06/2027","Appointed by LA","",""
"1203545","100033","","","Governor","Mrs","Lorraine","","Goll","01/09/2013","01/09/2060","Ex-officio by virtue of office as headteacher/principal","",""
"1382481","100033","","","Governor","Ms","Lisa","","Newman","21/07/2023","20/07/2027","Foundation/sponsor members","",""
"1476927","100033","","","Governor","Mrs","Arabella","","Murray","13/10/2024","13/10/2028","Foundation/sponsor members","",""
"1568972","100033","","","Governor","Mr","Laolu","","Soetan","14/12/2021","31/08/2026","Elected by parents","",""
"1610309","100033","","","Governor","Ms","Hannah","","Palmer","01/06/2026","31/05/2030","Foundation/sponsor members","",""
"1696102","100033","","","Chair of Governors","Ms","Katie","","Roden","05/10/2023","19/02/2027","Foundation/sponsor members","",""
"1741042","100033","","","Governor","Mr","Will","","Butler","02/02/2024","01/02/2028","Elected by parents","",""
"1751054","100033","","","Governor","Fr","Phillip","Peter","Corbett","08/07/2024","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1818139","100033","","","Governor","Ms","Kate","","Arnison","01/09/2025","01/09/2029","Elected by school staff","",""
"1818140","100033","","","Governor","Ms","Tessa","","Anslow","25/09/2024","24/09/2028","Appointed by GB/board","",""
"1818142","100033","","","Governor","Ms","Boo","","Sethi Cakir","05/04/2025","04/04/2029","Appointed by GB/board","",""
"1882898","100033","","","Governor","Mr","Richard","","Sutton","11/07/2025","13/07/2029","Foundation/sponsor members","",""
"1548149","100034","","","Governor","Father","Guy","","Willis","01/10/2021","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1557179","100034","","","Governor","Mrs","Eleanor","","Besley-Gould","20/10/2021","19/10/2025","Elected by parents","",""
"1655866","100034","","","Governor","Mrs","Beata","","Goodwin","09/12/2022","08/12/2026","Foundation/sponsor members","",""
"1655871","100034","","","Governor","Fr","Nigel","","Palmer","26/02/2023","25/02/2029","Foundation/sponsor members","",""
"1655872","100034","","","Governor","Ms","Hilary","","Horton","08/02/2023","07/02/2027","Appointed by LA","",""
"1800976","100034","","","Chair of Governors","Mr","Colin","","Reader","16/10/2024","15/10/2025","Appointed by GB/board","",""
"1801179","100034","","","Governor","Mrs","Shirley","","Skrentny","25/02/2024","24/02/2028","Appointed by foundation/Trust","",""
"1801185","100034","","","Governor","Mrs","Cheryl","","Rhyner","16/10/2024","15/10/2028","Appointed by foundation/Trust","",""
"1847463","100034","","","Governor","Mr","Grant","","Jacobson","01/09/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1847465","100034","","","Governor","Mrs","Clare","","Ellis","01/09/2025","01/09/2029","Elected by parents","",""
"1847470","100034","","","Governor","Mrs","Ellie","","Besley-Gould","01/09/2025","09/09/2029","Elected by parents","",""
"1609038","100035","","","Chair of Governors","Mrs","Anne","","Blayney","01/09/2022","31/08/2026","Appointed by GB/board","",""
"1633007","100035","","","Governor","Mrs","Rosemarie","","Byrne","01/10/2022","31/08/2026","Appointed by GB/board","",""
"1633011","100035","","","Governor","Miss","Alexandra","","Bolland","01/09/2022","31/08/2026","Elected by school staff","",""
"1647565","100035","","","Governor","Mr","Dominic","","Loureda","01/09/2022","31/08/2026","Appointed by GB/board","",""
"1742342","100035","","","Governor","Miss","Kathleen","","Sullivan","01/04/2024","31/08/2027","Appointed by GB/board","",""
"1771260","100035","","","Governor","Mrs","Catherine","","Corr","01/09/2024","31/08/2028","Appointed by GB/board","",""
"1771262","100035","","","Governor","Mrs","Stella","","Guardi","01/09/2024","31/08/2028","Appointed by GB/board","",""
"1771264","100035","","","Governor","Mrs","Julie","","Peel","21/10/2024","31/08/2028","Elected by parents","",""
"1771271","100035","","","Governor","Mr","James","","Slater","19/02/2024","18/02/2027","Nominated by LA and appointed by GB","",""
"1774859","100035","","","Governor","Fr","Rudolf","","Loewenstein","01/10/2024","31/08/2028","Appointed by GB/board","",""
"1774862","100035","","","Governor","Mr","Neil","","Deely","01/10/2024","31/08/2028","Appointed by GB/board","",""
"1872610","100035","","","Governor","Ms","Rebecca","","Oduah","14/11/2025","31/08/2029","Elected by parents","",""
"1891439","100035","","","Chair of Governors","Mrs","Anne","","Blayney","02/09/2026","31/08/2030","Appointed by GB/board","",""
"1501543","100036","","","Governor","Mr","Miguel","","Herdade","16/11/2020","06/07/2026","Appointed by foundation/Trust","",""
"1501549","100036","","","Governor","","Fiona","","Daly","08/10/2019","17/07/2026","Appointed by GB/board","",""
"1502443","100036","","","Governor","Father","Christopher","","Smith","06/11/2011","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1502446","100036","","","Governor","Ms","Rebecca","","Hughes","01/09/2017","","Ex-officio by virtue of office as headteacher/principal","",""
"1575169","100036","","","Governor","Mr","Allan","","Jenkins","27/09/2021","27/09/2025","Appointed by GB/board","",""
"1634484","100036","","","Governor","Ms","Cathryn","","Evans","21/10/2022","20/10/2026","Elected by parents","",""
"1771629","100036","","","Chair of Governors","Mr","Allan","","Jenkins","24/09/2024","23/09/2028","Appointed by GB/board","",""
"1771641","100036","","","Governor","Father","Duncan","","Hegan","23/09/2024","17/07/2026","Appointed by foundation/Trust","",""
"1771648","100036","","","Governor","Miss","Naima","","Ammarni","23/09/2024","06/07/2026","Appointed by GB/board","",""
"1790997","100036","","","Governor","Fr","Nigel","","Palmer","24/09/2024","22/09/2025","Appointed by foundation/Trust","",""
"1887124","100036","","","Governor","Ms","Veronica","","Haidar","20/05/2026","19/05/2030","Nominated by other body and appointed by GB","",""
"1887126","100036","","","Governor","Mr","Clive","","Hale","20/05/2026","19/05/2030","Nominated by other body and appointed by GB","",""
"1887127","100036","","","Governor","Mr","Jaren","","Yeung","12/05/2026","11/05/2030","Nominated by other body and appointed by GB","",""
"1655547","100040","","","Chair of Governors","","Judy","","Powell","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1800939","100040","","","Governor","Revd","Peter","","Howarth","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1822552","100040","","","Governor","Revd","Robert","","Thompson","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1822553","100040","","","Governor","","Chris","","Lees","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1822554","100040","","","Governor","Revd","Stephen","","Coleman","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1822555","100040","","","Governor","","Jeanette","","Wilkner","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1822556","100040","","","Governor","","Janet","","Hoyle","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1822557","100040","","","Governor","","Tope","","Akindoyin","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1822558","100040","","","Governor","","Alexander","","Mace","03/06/2025","02/06/2029","Nominated by LA and appointed by GB","",""
"1822561","100040","","","Governor","","Max","","O'Donoghue","02/06/2025","01/06/2029","Elected by school staff","",""
"1893984","100040","","","Governor","Headteacher","Clare","","Dyson","01/09/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1704594","100041","","","Governor","Headteacher","Natalie","","O'Donovan","01/04/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1817094","100042","","","Chair of Governors","Ms","Judy","","Powell","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817103","100042","","","Governor","Revd","Robert","","Thompson","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817104","100042","","","Governor","Mr","Chris","","Lees","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817106","100042","","","Governor","Revd","Stephen","","Coleman","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817108","100042","","","Governor","Revd","Peter","","Howarth","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817109","100042","","","Governor","Ms","Jeanette","","Wilkner","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817110","100042","","","Governor","Mrs","Janet","","Hoyle","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817111","100042","","","Governor","Ms","Tope","","Akindoyin","02/06/2025","01/06/2029","Appointed by foundation/Trust","",""
"1817114","100042","","","Governor","Mr","Alexander","","Mace","03/06/2025","02/06/2029","Nominated by LA and appointed by GB","",""
"1817119","100042","","","Governor","Mr","Max","","O'Donoghue","02/06/2025","01/06/2029","Elected by school staff","",""
"1890627","100042","","","Governor","Ms","Clare","","Dyson","01/09/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1035165","100043","","","Governor","Fr","Paschal","","Worton","01/09/2014","05/07/2026","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1040661","100043","","","Governor","Ms","Jules","","Belton","01/09/2016","","Ex-officio by virtue of office as headteacher/principal","",""
"1712964","100043","","","Governor","Ms","Charlotte","","Haberstrich","01/10/2023","30/09/2027","Appointed by foundation/Trust","",""
"1712969","100043","","","Governor","Ms","Dorcas","","Cumming","30/07/2023","29/07/2027","Appointed by foundation/Trust","",""
"1730646","100043","","","Chair of Governors","Mr","James","","Poole","02/12/2023","01/12/2027","Appointed by GB/board","",""
"1730657","100043","","","Governor","Mr","William","","Hall","02/10/2019","01/10/2027","Appointed by foundation/Trust","",""
"1730664","100043","","","Governor","Ms","Tiwa","","King","20/11/2023","19/11/2027","Elected by parents","",""
"1733023","100043","","","Governor","Mr","Christopher","","Dunning","01/01/2024","31/12/2027","Elected by school staff","",""
"1734502","100043","","","Governor","Ms","Zoe","","Bishop","21/03/2024","20/03/2028","Appointed by GB/board","",""
"1788959","100043","","","Governor","Father","Jonathan","","Lee","19/09/2024","18/09/2027","Appointed by GB/board","",""
"1839502","100043","","","Governor","Ms","Teresa","","Pecco","29/07/2025","28/07/2029","Nominated by LA and appointed by GB","",""
"1839505","100043","","","Governor","Ms","Elizabeth","","Lynch","11/09/2025","10/09/2029","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1859543","100043","","","Governor","Mr","Chandana","","Gunarathna","24/10/2025","23/10/2029","Elected by parents","",""
"1658716","100045","","","Chair of Governors","Ms","Margaret","","Harvey","01/12/2022","31/08/2026","Appointed by GB/board","",""
"1709001","100045","","","Governor","Fr","John","","Deehan","01/09/2023","31/08/2027","Appointed by foundation/Trust","",""
"1709003","100045","","","Governor","Ms","Cathy","","Purves","09/07/2022","08/07/2026","Nominated by LA and appointed by GB","",""
"1709005","100045","","","Governor","Ms","Catherine","","Morton-Abuah","01/09/2022","31/08/2026","Appointed by foundation/Trust","",""
"1709006","100045","","","Governor","Ms","Jenny","","Rossiter","01/09/2022","31/08/2026","Appointed by foundation/Trust","",""
"1709007","100045","","","Governor","Ms","Moya","","Richardson","17/04/2023","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1163280","100046","","","Governor","Mr","Clive","","Hale","01/09/2016","","Ex-officio by virtue of office as headteacher/principal","",""
"1539440","100046","","","Governor","","Maggie","","Chambers","07/07/2025","07/07/2029","Appointed by foundation/Trust","",""
"1539442","100046","","","Governor","Mr","Derrick","","Chow","08/06/2025","01/09/2029","Appointed by foundation/Trust","",""
"1595204","100046","","","Governor","","Emma","","Worwood","12/11/2025","12/11/2028","Elected by parents","",""
"1595215","100046","","","Governor","Mrs","Elizabeth","Jane","Dickson","15/01/2026","15/01/2030","Appointed by foundation/Trust","",""
"1641144","100046","","","Governor","Mrs","Alexandra","Miriam","Reitman","09/11/2022","02/11/2026","Elected by parents","",""
"1703905","100046","","","Chair of Governors","Ms","James","","Sawtell","17/07/2023","24/09/2025","Appointed by foundation/Trust","",""
"1704224","100046","","","Governor","Rev","Phil","","Ritchie","08/11/2023","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
