"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1460460","131897","","","Local Governor","Ms","Oluwatoyin","","Kasali","01/09/2020","17/07/2026","Appointed by foundation/Trust","",""
"1589378","131897","","","Local Governor","Ms","Rebecca","","Hickey","01/04/2022","31/03/2030","Appointed by foundation/Trust","",""
"1652870","131897","","","Chair of Local Governing Body","Mr","Aaron","","King","30/01/2023","09/12/2025","Appointed by foundation/Trust","",""
"1658591","131897","","","Local Governor","Mr","Acheampong","","Osei","23/02/2023","17/07/2026","Appointed by foundation/Trust","",""
"1708410","131897","","","Local Governor","Mr","Ben","","West","07/11/2023","06/11/2027","Appointed by foundation/Trust","",""
"1758202","131897","","","Local Governor","","Harry","","Pike","03/07/2024","02/07/2028","Appointed by foundation/Trust","",""
"1782049","131897","","","Local Governor","Mr","Alex","","Williamson","01/12/2024","30/11/2028","Appointed by foundation/Trust","",""
"1782052","131897","","","Local Governor","Ms","Jennifer","","Connell","06/11/2024","07/01/2026","Appointed by foundation/Trust","",""
"1782053","131897","","","Local Governor","Mr","Tobias","","Topf","25/11/2024","24/11/2028","Appointed by foundation/Trust","",""
"1803324","131897","","","Local Governor","Mr","Lee","","Mallin","17/03/2021","16/03/2029","Appointed by foundation/Trust","",""
"1836251","131897","","","Local Governor","Ms","Amisha","","Morgan","12/09/2025","11/09/2029","Elected by parents","",""
"1836254","131897","","","Local Governor","Ms","Kadene","","Yussuph","12/09/2025","11/09/2029","Elected by parents","",""
"1854713","131897","","","Chair of Local Governing Body","Mr","Paul","","Burgess","09/12/2025","08/12/2029","Appointed by foundation/Trust","",""
"1139077","132711","","","Local Governor","Mr","Keith","","Turpin","18/03/2015","17/03/2027","Appointed by foundation/Trust","",""
"1508154","132711","","","Local Governor","Ms","Lucina","","Reilly","18/07/2020","17/07/2028","Appointed by foundation/Trust","",""
"1510068","132711","","","Local Governor","Ms","Rebecca","","Hickey","01/09/2020","31/08/2028","Appointed by foundation/Trust","",""
"1610638","132711","","","Local Governor","Ms","Dulcie","","Daly","27/01/2022","10/10/2025","Appointed by foundation/Trust","",""
"1610641","132711","","","Local Governor","Ms","Joanne","","Young","01/09/2022","31/08/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1628592","132711","","","Local Governor","","Katherine","","Cumberbatch","01/09/2022","31/08/2026","Appointed by foundation/Trust","",""
"1632521","132711","","","Local Governor","Sir","Daniel","","Moynihan","01/09/2020","31/08/2028","Appointed by foundation/Trust","",""
"1664303","132711","","","Local Governor","Mrs","Kerry","","Holness","01/03/2023","28/02/2027","Elected by school staff","",""
"1687474","132711","","","Chair of Local Governing Body","Ms","Katharine","","Wootton","01/09/2023","31/08/2027","Appointed by foundation/Trust","",""
"1721645","132711","","","Local Governor","Mr","Dayon","","Haynes","21/11/2023","20/11/2027","Elected by parents","",""
"1737688","132711","","","Local Governor","Ms","Sonali","Nirosha","Seddon","13/03/2024","12/03/2028","Appointed by GB/board","",""
"1820706","132711","","","Local Governor","Ms","Emma","","Charlton","18/03/2025","17/03/2029","Appointed by foundation/Trust","",""
"1820710","132711","","","Local Governor","Ms","Sarah","","Lyons","02/05/2025","01/05/2029","Appointed by foundation/Trust","",""
"1820714","132711","","","Local Governor","Mr","Robin","","Willard","14/05/2025","13/05/2029","Appointed by foundation/Trust","",""
"1838352","132711","","","Local Governor","Ms","Hannah","","White","30/09/2025","29/09/2029","Appointed by foundation/Trust","",""
"1845007","132711","","","Local Governor","Mr","Robert","Calum","Kilduff","08/05/2025","07/05/2029","Appointed by foundation/Trust","",""
"1858214","132711","","","Local Governor","Ms","Tahmeena","","Siddique-Ishola","03/12/2025","02/12/2029","Parent appointed by GB/board due to no election candidates","",""
"1876064","132727","","","Chair of Local Governing Body","Mr","Leon","","French","01/10/2025","01/10/2029","Appointed by GB/board","",""
"1876066","132727","","","Local Governor","Mr","Geoff","","Skewes","01/09/2025","01/09/2029","Appointed by GB/board","",""
"1876067","132727","","","Local Governor","","Isabelle","","Gregory","04/09/2022","04/09/2026","Appointed by GB/board","",""
"1876068","132727","","","Local Governor","Mr","James","","Wragg","04/09/2022","04/09/2026","Appointed by GB/board","",""
"1876069","132727","","","Local Governor","","Asma","","Gangat","14/05/2025","14/05/2028","Appointed by GB/board","",""
"1876070","132727","","","Local Governor","Mr","Peter","","Courtenay","03/10/2025","03/10/2028","Appointed by GB/board","",""
"1876071","132727","","","Local Governor","Mr","Tom","","Stacey","03/10/2025","03/10/2028","Appointed by GB/board","",""
"1552976","133114","","","Chair of Local Governing Body","Mr","Paul","","Connew","01/09/2024","31/08/2028","Appointed by GB/board","",""
"1552977","133114","","","Local Governor","Mr","Chris","","Coles","03/10/2025","02/10/2029","Appointed by GB/board","",""
"1579513","133114","","","Local Governor","Ms","Hilary","","Hodgson","01/09/2024","31/08/2028","Appointed by GB/board","",""
"1579514","133114","","","Local Governor","Miss","Jessica","","Bruce","13/10/2021","12/10/2025","Elected by school staff","",""
"1579515","133114","","","Local Governor","Mrs","Grainne","","Kitsiou-McLaughlin","13/10/2021","31/08/2029","Ex-officio by virtue of office as headteacher/principal","",""
"1579517","133114","","","Local Governor","Mrs","Viki","","Reid","13/10/2021","12/10/2028","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1750860","133114","","","Local Governor","","Sophie","","Dennis Hafez","22/04/2024","21/04/2028","Appointed by foundation/Trust","",""
"1750862","133114","","","Local Governor","","Stuart","","Marshall","13/05/2024","09/01/2026","Appointed by foundation/Trust","",""
"1750866","133114","","","Local Governor","","Ashleigh","","Tobin","22/04/2024","21/04/2028","Elected by school staff","",""
"1858375","133114","","","Local Governor","Ms","Nneka","","Washington-Welch","14/01/2026","18/01/2030","Parent appointed by GB/board due to no election candidates","",""
"1858378","133114","","","Local Governor","Mr","Stuart","","Cordery","14/01/2026","18/01/2030","Parent appointed by GB/board due to no election candidates","",""
"1009380","133386","","","Accounting Officer","Mr","Paul","","Sutton","01/09/2004","","N/A","",""
"1311920","133386","","","Chief Financial Officer","Mr","Colin","","Woollard","24/07/2017","","N/A","",""
"1312018","133386","","","Trustee","Ms","Andrea","","Henry","01/09/2022","06/11/2025","Appointed by GB/board","",""
"1312030","133386","","","Trustee","","Helen","","Drummond","03/12/2023","02/12/2027","Appointed by GB/board","",""
"1312047","133386","","","Trustee","","Joye","","Manyan","12/11/2021","11/11/2025","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1312056","133386","","","Trustee","","Paul","","Sutton","01/09/2004","","Ex-officio by virtue of office as headteacher/principal","",""
"1375709","133386","","","Chair of Trustees","","Hugh","","Reynolds","24/07/2019","31/12/2028","Nominated by other body and appointed by GB","",""
"1410869","133386","","","Member","","Jill","","Coughlan","01/12/2012","","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1583024","133386","","","Trustee","Ms","Jasmyn","","Ross","03/03/2022","02/03/2026","Appointed by foundation/Trust","",""
"1642613","133386","","","Trustee","","Jacqueline","","Miller","13/10/2022","12/10/2026","Nominated by other body and appointed by GB","",""
"1669018","133386","","","Trustee","Ms","Kate","","Thomas","25/04/2023","24/04/2026","Elected by parents","",""
"1669043","133386","","","Trustee","Mr","Juan","","Rinaldi","25/04/2023","24/04/2026","Elected by parents","",""
"1669082","133386","","","Trustee","Ms","Sara","","Snow","09/05/2023","08/05/2027","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1700071","133386","","","Member","Ms","Penny","","Roberts","01/09/2022","","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1730179","133386","","","Trustee","Mr","Steve","","Porter","08/01/2024","07/01/2027","Elected by school staff","",""
"1787692","133386","","","Trustee","Ms","Petal","","Kaddu","01/09/2024","31/08/2028","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1809452","133386","","","Trustee","Mr","Ed","","Greig","02/04/2025","02/04/2029","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1828975","133386","","","Trustee","Mr","Dominic","","Rowland","24/07/2025","23/07/2029","Appointed by foundation/Trust","",""
"1844152","133386","","","Member","Mr","Inigo","","Woolf","26/06/2025","","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1876627","133386","","","Trustee","","Joye","","Manyan","12/11/2025","12/11/2029","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1884581","133386","","","Trustee","","Elizabeth","","Skerritt","17/11/2025","16/11/2029","Appointed by GB/board","",""
"1888599","133386","","","Trustee","","Jasmyn","","Ross","07/07/2026","06/07/2029","Appointed by foundation/Trust","",""
"1888600","133386","","","Trustee","","Jenny","","Bloxham","26/06/2026","25/06/2029","Elected by parents","",""
"1888601","133386","","","Trustee","","Sally","","Dalati","26/06/2026","25/06/2029","Elected by parents","",""
"1630917","133697","","","Local Governor","Mrs","Henrietta","","Goodall","12/11/2022","12/11/2026","Appointed by trustees","",""
"1658435","133697","","","Local Governor","Mr","Alan","","Fowler","11/03/2023","11/03/2027","Appointed by trustees","",""
"1660589","133697","","","Local Governor","Miss","Freya","","Robson","21/03/2023","21/03/2027","Appointed by trustees","",""
"1750369","133697","","","Local Governor","Mr","Edward","","Brewis","09/07/2024","09/07/2028","Appointed by trustees","",""
"1803979","133697","","","Local Governor","Mr","Charles","","Gordon-Creed","18/03/2025","18/03/2029","Appointed by trustees","",""
"1823609","133697","","","Chair of Local Governing Body","Mr","Bernard","","Dickenson","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1823611","133697","","","Local Governor","Ms","Mari","","Frost","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1823621","133697","","","Local Governor","Ms","Natalie","","Latham","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1823624","133697","","","Local Governor","Ms","Sarah","","Percox","01/09/2025","20/11/2025","Appointed by foundation/Trust","",""
"1823673","133697","","","Local Governor","Mr","Bernard","","Dickenson","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1585952","134003","","","Local Governor","Mr","Ore","","Akande","08/03/2022","08/03/2026","Appointed by foundation/Trust","",""
"1620933","134003","","","Local Governor","Ms","Melody","","Thorpe","03/10/2022","19/11/2025","Appointed by foundation/Trust","",""
"1656076","134003","","","Local Governor","Ms","Makeda","","Griffith","24/02/2023","23/02/2027","Appointed by foundation/Trust","",""
"1693620","134003","","","Local Governor","","Tanweer","","Jeraj","18/09/2023","17/09/2027","Appointed by foundation/Trust","",""
"1779916","134003","","","Local Governor","Miss","Emma","","Burgess","28/11/2024","27/11/2028","Appointed by foundation/Trust","",""
"1820041","134003","","","Local Governor","Father","Ed","","Veale","25/11/2024","24/11/2029","Appointed by foundation/Trust","",""
"1830038","134003","","","Chair of Local Governing Body","Mrs","Suzette","","Coleman","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1830042","134003","","","Local Governance Professional - Individual Academy or Free School","Mrs","Catherine","","Frewing","06/01/2025","12/06/2026","N/A","",""
"1855873","134003","","","Local Governor","","Stephen","","Moir","25/11/2025","24/11/2029","Appointed by foundation/Trust","",""
"1874421","134003","","","Local Governor","Mr","Mackensie","","Dawson-Hunt","08/01/2026","07/01/2030","Elected by school staff","",""
"1884458","134003","","","Local Governance Professional - Individual Academy or Free School","Mrs","Ajantha","Antoinette Karunaratne","Thirimanne Hettige","15/06/2026","","N/A","",""
"1886945","134003","","","Local Governor","Mr","Ore","","Akande","08/03/2026","08/03/2030","Appointed by GB/board","",""
"1363969","134222","","","Local Governor","Mr","Michael","","Baxter","23/04/2019","","Ex-officio by virtue of office as headteacher/principal","",""
"1608413","134222","","","Chair of Local Governing Body","Mr","Steven","","Berryman","01/09/2022","31/08/2026","Appointed by foundation/Trust","",""
"1643925","134222","","","Local Governor","Mr","Tim","","McNally","01/09/2022","31/08/2026","Appointed by foundation/Trust","",""
"1685710","134222","","","Local Governor","","Greig","","Larsen","08/06/2023","07/06/2027","Appointed by foundation/Trust","",""
"1769138","134222","","","Local Governor","Ms","Sophie","","Armstrong","01/09/2024","01/09/2028","Appointed by foundation/Trust","",""
"1769140","134222","","","Local Governor","Mr","Anesu","","Chekera","01/09/2024","31/08/2028","Appointed by foundation/Trust","",""
"1769142","134222","","","Local Governor","Mr","Charles","","Griffin","01/09/2024","12/10/2025","Appointed by foundation/Trust","",""
"1769143","134222","","","Local Governor","Ms","Adenike","","Martin","01/09/2024","31/08/2028","Elected by parents","",""
"1769146","134222","","","Local Governor","Ms","Aimee","","Smith","01/09/2024","31/08/2028","Elected by school staff","",""
"1806853","134222","","","Local Governor","Ms","Elaine","","Davis","17/03/2025","16/03/2029","Appointed by foundation/Trust","",""
"1849839","134222","","","Local Governor","Ms","Ruth","","Anderson","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1849841","134222","","","Local Governor","Mr","Abiodun","","Agboluaje","10/03/2025","09/03/2029","Appointed by foundation/Trust","",""
"1862344","134222","","","Local Governor","Ms","Suzanne","","Ornsby","12/12/2025","11/12/2029","Appointed by foundation/Trust","",""
